Base SKU,Assigned To Handles/Sizes,Total Variants
G03V1WHTL,"organic-bamboo-women-oversized-zip-up-hoodie-white (size L); organic-bamboo-men-oversized-zip-up-hoodie-white (size L)",2
G03V1WHTXL,"organic-bamboo-women-oversized-zip-up-hoodie-white (size XL); organic-bamboo-men-oversized-zip-up-hoodie-white (size XL)",2
G03V1TAUPXS,"organic-bamboo-women-oversized-zip-up-hoodie-taupe (size XS); organic-bamboo-men-oversized-zip-up-hoodie-taupe (size XS)",2
G03V1TAUPS,"organic-bamboo-women-oversized-zip-up-hoodie-taupe (size S); organic-bamboo-men-oversized-zip-up-hoodie-taupe (size S)",2
G03V1TAUPM,"organic-bamboo-women-oversized-zip-up-hoodie-taupe (size M); organic-bamboo-men-oversized-zip-up-hoodie-taupe (size M)",2
G03V1TAUPL,"organic-bamboo-women-oversized-zip-up-hoodie-taupe (size L); organic-bamboo-men-oversized-zip-up-hoodie-taupe (size L)",2
G03V1TAUPXL,"organic-bamboo-women-oversized-zip-up-hoodie-taupe (size XL); organic-bamboo-men-oversized-zip-up-hoodie-taupe (size XL)",2
G03V1SGXS,"organic-bamboo-women-oversized-zip-up-hoodie-sage-green (size XS); organic-bamboo-men-oversized-zip-up-hoodie-sage-green (size XS)",2
G03V1SGS,"organic-bamboo-women-oversized-zip-up-hoodie-sage-green (size S); organic-bamboo-men-oversized-zip-up-hoodie-sage-green (size S)",2
G03V1SGM,"organic-bamboo-women-oversized-zip-up-hoodie-sage-green (size M); organic-bamboo-men-oversized-zip-up-hoodie-sage-green (size M)",2
G03V1SGL,"organic-bamboo-women-oversized-zip-up-hoodie-sage-green (size L); organic-bamboo-men-oversized-zip-up-hoodie-sage-green (size L)",2
G03V1SGXL,"organic-bamboo-women-oversized-zip-up-hoodie-sage-green (size XL); organic-bamboo-men-oversized-zip-up-hoodie-sage-green (size XL)",2
G03V1REDXS,"organic-bamboo-women-oversized-zip-up-hoodie-red (size XS); organic-bamboo-men-oversized-zip-up-hoodie-red (size XS)",2
G03V1REDS,"organic-bamboo-women-oversized-zip-up-hoodie-red (size S); organic-bamboo-men-oversized-zip-up-hoodie-red (size S)",2
G03V1REDM,"organic-bamboo-women-oversized-zip-up-hoodie-red (size M); organic-bamboo-men-oversized-zip-up-hoodie-red (size M)",2
G03V1REDL,"organic-bamboo-women-oversized-zip-up-hoodie-red (size L); organic-bamboo-men-oversized-zip-up-hoodie-red (size L)",2
G03V1REDXL,"organic-bamboo-women-oversized-zip-up-hoodie-red (size XL); organic-bamboo-men-oversized-zip-up-hoodie-red (size XL)",2
G03V1PNKXS,"organic-bamboo-women-oversized-zip-up-hoodie-pink (size XS); organic-bamboo-men-oversized-zip-up-hoodie-pink (size XS)",2
G03V1PNKS,"organic-bamboo-women-oversized-zip-up-hoodie-pink (size S); organic-bamboo-men-oversized-zip-up-hoodie-pink (size S)",2
G03V1PNKM,"organic-bamboo-women-oversized-zip-up-hoodie-pink (size M); organic-bamboo-men-oversized-zip-up-hoodie-pink (size M)",2
G03V1PNKL,"organic-bamboo-women-oversized-zip-up-hoodie-pink (size L); organic-bamboo-men-oversized-zip-up-hoodie-pink (size L)",2
G03V1PNKXL,"organic-bamboo-women-oversized-zip-up-hoodie-pink (size XL); organic-bamboo-men-oversized-zip-up-hoodie-pink (size XL)",2
G03V1PLXS,"organic-bamboo-women-oversized-zip-up-hoodie-pale-lavender (size XS); organic-bamboo-men-oversized-zip-up-hoodie-pale-lavender (size XS)",2
G03V1PLS,"organic-bamboo-women-oversized-zip-up-hoodie-pale-lavender (size S); organic-bamboo-men-oversized-zip-up-hoodie-pale-lavender (size S)",2
G03V1PLM,"organic-bamboo-women-oversized-zip-up-hoodie-pale-lavender (size M); organic-bamboo-men-oversized-zip-up-hoodie-pale-lavender (size M)",2
G03V1PLL,"organic-bamboo-women-oversized-zip-up-hoodie-pale-lavender (size L); organic-bamboo-men-oversized-zip-up-hoodie-pale-lavender (size L)",2
G03V1PLXL,"organic-bamboo-women-oversized-zip-up-hoodie-pale-lavender (size XL); organic-bamboo-men-oversized-zip-up-hoodie-pale-lavender (size XL)",2
G03V1PBXS,"organic-bamboo-women-oversized-zip-up-hoodie-pale-blue (size XS); organic-bamboo-men-oversized-zip-up-hoodie-pale-blue (size XS)",2
G03V1PBS,"organic-bamboo-women-oversized-zip-up-hoodie-pale-blue (size S); organic-bamboo-men-oversized-zip-up-hoodie-pale-blue (size S)",2
G03V1PBM,"organic-bamboo-women-oversized-zip-up-hoodie-pale-blue (size M); organic-bamboo-men-oversized-zip-up-hoodie-pale-blue (size M)",2
G03V1PBL,"organic-bamboo-women-oversized-zip-up-hoodie-pale-blue (size L); organic-bamboo-men-oversized-zip-up-hoodie-pale-blue (size L)",2
G03V1PBXL,"organic-bamboo-women-oversized-zip-up-hoodie-pale-blue (size XL); organic-bamboo-men-oversized-zip-up-hoodie-pale-blue (size XL)",2
G03V1NBXS,"organic-bamboo-women-oversized-zip-up-hoodie-navy-blue (size XS); organic-bamboo-men-oversized-zip-up-hoodie-navy-blue (size XS); organic-bamboo-women-oversized-zip-up-hoodie-ns (size XS)",3
G03V1NBS,"organic-bamboo-women-oversized-zip-up-hoodie-navy-blue (size S); organic-bamboo-men-oversized-zip-up-hoodie-navy-blue (size S); organic-bamboo-women-oversized-zip-up-hoodie-ns (size S)",3
G03V1NBM,"organic-bamboo-women-oversized-zip-up-hoodie-navy-blue (size M); organic-bamboo-men-oversized-zip-up-hoodie-navy-blue (size M); organic-bamboo-women-oversized-zip-up-hoodie-ns (size M)",3
G03V1NBL,"organic-bamboo-women-oversized-zip-up-hoodie-navy-blue (size L); organic-bamboo-men-oversized-zip-up-hoodie-navy-blue (size L); organic-bamboo-women-oversized-zip-up-hoodie-ns (size L)",3
G03V1NBXL,"organic-bamboo-women-oversized-zip-up-hoodie-navy-blue (size XL); organic-bamboo-men-oversized-zip-up-hoodie-navy-blue (size XL); organic-bamboo-women-oversized-zip-up-hoodie-ns (size XL)",3
G03V1KHKXS,"organic-bamboo-women-oversized-zip-up-hoodie-khaki (size XS); organic-bamboo-men-oversized-zip-up-hoodie-khaki (size XS)",2
G03V1KHKS,"organic-bamboo-women-oversized-zip-up-hoodie-khaki (size S); organic-bamboo-men-oversized-zip-up-hoodie-khaki (size S)",2
G03V1KHKM,"organic-bamboo-women-oversized-zip-up-hoodie-khaki (size M); organic-bamboo-men-oversized-zip-up-hoodie-khaki (size M)",2
G03V1KHKL,"organic-bamboo-women-oversized-zip-up-hoodie-khaki (size L); organic-bamboo-men-oversized-zip-up-hoodie-khaki (size L)",2
G03V1KHKXL,"organic-bamboo-women-oversized-zip-up-hoodie-khaki (size XL); organic-bamboo-men-oversized-zip-up-hoodie-khaki (size XL)",2
G03V1BLKXS,"organic-bamboo-women-oversized-zip-up-hoodie-black (size XS); organic-bamboo-men-oversized-zip-up-hoodie-black (size XS)",2
G03V1BLKS,"organic-bamboo-women-oversized-zip-up-hoodie-black (size S); organic-bamboo-men-oversized-zip-up-hoodie-black (size S)",2
G03V1BLKM,"organic-bamboo-women-oversized-zip-up-hoodie-black (size M); organic-bamboo-men-oversized-zip-up-hoodie-black (size M)",2
G03V1BLKL,"organic-bamboo-women-oversized-zip-up-hoodie-black (size L); organic-bamboo-men-oversized-zip-up-hoodie-black (size L)",2
G03V1BLKXL,"organic-bamboo-women-oversized-zip-up-hoodie-black (size XL); organic-bamboo-men-oversized-zip-up-hoodie-black (size XL)",2
G01V1WHTXS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-white (size XS); organic-bamboo-men-oversized-cozy-half-zip-jumper-white (size XS)",2
G01V1WHTS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-white (size S); organic-bamboo-men-oversized-cozy-half-zip-jumper-white (size S)",2
G01V1WHTM,"organic-bamboo-women-oversized-cozy-half-zip-jumper-white (size M); organic-bamboo-men-oversized-cozy-half-zip-jumper-white (size M)",2
G01V1WHTL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-white (size L); organic-bamboo-men-oversized-cozy-half-zip-jumper-white (size L)",2
G01V1WHTXL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-white (size XL); organic-bamboo-men-oversized-cozy-half-zip-jumper-white (size XL)",2
G01V1TAUPXS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-taupe (size XS); organic-bamboo-men-oversized-cozy-half-zip-jumper-taupe (size XS); organic-bamboo-women-oversized-cozy-half-zip-jumper-ns (size XS)",3
G01V1TAUPS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-taupe (size S); organic-bamboo-men-oversized-cozy-half-zip-jumper-taupe (size S); organic-bamboo-women-oversized-cozy-half-zip-jumper-ns (size S)",3
G01V1TAUPM,"organic-bamboo-women-oversized-cozy-half-zip-jumper-taupe (size M); organic-bamboo-men-oversized-cozy-half-zip-jumper-taupe (size M); organic-bamboo-women-oversized-cozy-half-zip-jumper-ns (size M)",3
G01V1TAUPL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-taupe (size L); organic-bamboo-men-oversized-cozy-half-zip-jumper-taupe (size L); organic-bamboo-women-oversized-cozy-half-zip-jumper-ns (size L)",3
G01V1TAUPXL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-taupe (size XL); organic-bamboo-men-oversized-cozy-half-zip-jumper-taupe (size XL); organic-bamboo-women-oversized-cozy-half-zip-jumper-ns (size XL)",3
G01V1SGXS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-sage-green (size XS); organic-bamboo-men-oversized-cozy-half-zip-jumper-sage-green (size XS)",2
G01V1SGS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-sage-green (size S); organic-bamboo-men-oversized-cozy-half-zip-jumper-sage-green (size S)",2
G01V1SGM,"organic-bamboo-women-oversized-cozy-half-zip-jumper-sage-green (size M); organic-bamboo-men-oversized-cozy-half-zip-jumper-sage-green (size M)",2
G01V1SGL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-sage-green (size L); organic-bamboo-men-oversized-cozy-half-zip-jumper-sage-green (size L)",2
G01V1SGXL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-sage-green (size XL); organic-bamboo-men-oversized-cozy-half-zip-jumper-sage-green (size XL)",2
G01V1REDXS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-red (size XS); organic-bamboo-men-oversized-cozy-half-zip-jumper-red (size XS)",2
G01V1REDS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-red (size S); organic-bamboo-men-oversized-cozy-half-zip-jumper-red (size S)",2
G01V1REDM,"organic-bamboo-women-oversized-cozy-half-zip-jumper-red (size M); organic-bamboo-men-oversized-cozy-half-zip-jumper-red (size M)",2
G01V1REDL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-red (size L); organic-bamboo-men-oversized-cozy-half-zip-jumper-red (size L)",2
G01V1REDXL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-red (size XL); organic-bamboo-men-oversized-cozy-half-zip-jumper-red (size XL)",2
G01V1PNKXS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pink (size XS); organic-bamboo-men-oversized-cozy-half-zip-jumper-pink (size XS)",2
G01V1PNKS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pink (size S); organic-bamboo-men-oversized-cozy-half-zip-jumper-pink (size S)",2
G01V1PNKM,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pink (size M); organic-bamboo-men-oversized-cozy-half-zip-jumper-pink (size M)",2
G01V1PNKL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pink (size L); organic-bamboo-men-oversized-cozy-half-zip-jumper-pink (size L)",2
G01V1PNKXL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pink (size XL); organic-bamboo-men-oversized-cozy-half-zip-jumper-pink (size XL)",2
G01V1PLXS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pale-lavender (size XS); organic-bamboo-men-oversized-cozy-half-zip-jumper-pale-lavender (size XS)",2
G01V1PLS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pale-lavender (size S); organic-bamboo-men-oversized-cozy-half-zip-jumper-pale-lavender (size S)",2
G01V1PLM,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pale-lavender (size M); organic-bamboo-men-oversized-cozy-half-zip-jumper-pale-lavender (size M)",2
G01V1PLL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pale-lavender (size L); organic-bamboo-men-oversized-cozy-half-zip-jumper-pale-lavender (size L)",2
G01V1PLXL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pale-lavender (size XL); organic-bamboo-men-oversized-cozy-half-zip-jumper-pale-lavender (size XL)",2
G01V1PBXS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pale-blue (size XS); organic-bamboo-men-oversized-cozy-half-zip-jumper-pale-blue (size XS)",2
G01V1PBS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pale-blue (size S); organic-bamboo-men-oversized-cozy-half-zip-jumper-pale-blue (size S)",2
G01V1PBM,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pale-blue (size M); organic-bamboo-men-oversized-cozy-half-zip-jumper-pale-blue (size M)",2
G01V1PBL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pale-blue (size L); organic-bamboo-men-oversized-cozy-half-zip-jumper-pale-blue (size L)",2
G01V1PBXL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-pale-blue (size XL); organic-bamboo-men-oversized-cozy-half-zip-jumper-pale-blue (size XL)",2
G01V1NBXS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-navy-blue (size XS); organic-bamboo-men-oversized-cozy-half-zip-jumper-navy-blue (size XS)",2
G01V1NBS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-navy-blue (size S); organic-bamboo-men-oversized-cozy-half-zip-jumper-navy-blue (size S)",2
G01V1NBM,"organic-bamboo-women-oversized-cozy-half-zip-jumper-navy-blue (size M); organic-bamboo-men-oversized-cozy-half-zip-jumper-navy-blue (size M)",2
G01V1NBL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-navy-blue (size L); organic-bamboo-men-oversized-cozy-half-zip-jumper-navy-blue (size L)",2
G01V1NBXL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-navy-blue (size XL); organic-bamboo-men-oversized-cozy-half-zip-jumper-navy-blue (size XL)",2
G01V1KHKXS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-khaki (size XS); organic-bamboo-men-oversized-cozy-half-zip-jumper-khaki (size XS)",2
G01V1KHKS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-khaki (size S); organic-bamboo-men-oversized-cozy-half-zip-jumper-khaki (size S)",2
G01V1KHKM,"organic-bamboo-women-oversized-cozy-half-zip-jumper-khaki (size M); organic-bamboo-men-oversized-cozy-half-zip-jumper-khaki (size M)",2
G01V1KHKL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-khaki (size L); organic-bamboo-men-oversized-cozy-half-zip-jumper-khaki (size L)",2
G01V1KHKXL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-khaki (size XL); organic-bamboo-men-oversized-cozy-half-zip-jumper-khaki (size XL)",2
G01V1BLKXS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-black (size XS); organic-bamboo-men-oversized-cozy-half-zip-jumper-black (size XS)",2
G01V1BLKS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-black (size S); organic-bamboo-men-oversized-cozy-half-zip-jumper-black (size S)",2
G01V1BLKM,"organic-bamboo-women-oversized-cozy-half-zip-jumper-black (size M); organic-bamboo-men-oversized-cozy-half-zip-jumper-black (size M)",2
G01V1BLKL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-black (size L); organic-bamboo-men-oversized-cozy-half-zip-jumper-black (size L)",2
G01V1BLKXL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-black (size XL); organic-bamboo-men-oversized-cozy-half-zip-jumper-black (size XL)",2
G08V1BLKXS,"organic-bamboo-men-lounge-shorts-black (size XS); organic-bamboo-women-lounge-shorts-black (size XS)",2
G08V1BLKS,"organic-bamboo-men-lounge-shorts-black (size S); organic-bamboo-women-lounge-shorts-black (size S)",2
G08V1BLKM,"organic-bamboo-men-lounge-shorts-black (size M); organic-bamboo-women-lounge-shorts-black (size M)",2
G08V1BLKL,"organic-bamboo-men-lounge-shorts-black (size L); organic-bamboo-women-lounge-shorts-black (size L)",2
G08V1BLKXL,"organic-bamboo-men-lounge-shorts-black (size XL); organic-bamboo-women-lounge-shorts-black (size XL)",2
G08V1KHKXS,"organic-bamboo-men-lounge-shorts-khaki (size XS); organic-bamboo-women-lounge-shorts-khaki (size XS)",2
G08V1KHKS,"organic-bamboo-men-lounge-shorts-khaki (size S); organic-bamboo-women-lounge-shorts-khaki (size S)",2
G08V1KHKM,"organic-bamboo-men-lounge-shorts-khaki (size M); organic-bamboo-women-lounge-shorts-khaki (size M)",2
G08V1KHKL,"organic-bamboo-men-lounge-shorts-khaki (size L); organic-bamboo-women-lounge-shorts-khaki (size L)",2
G08V1KHKXL,"organic-bamboo-men-lounge-shorts-khaki (size XL); organic-bamboo-women-lounge-shorts-khaki (size XL)",2
G08V1NBXS,"organic-bamboo-men-lounge-shorts-navy-blue (size XS); organic-bamboo-women-lounge-shorts-navy-blue (size XS)",2
G08V1NBS,"organic-bamboo-men-lounge-shorts-navy-blue (size S); organic-bamboo-women-lounge-shorts-navy-blue (size S)",2
G08V1NBM,"organic-bamboo-men-lounge-shorts-navy-blue (size M); organic-bamboo-women-lounge-shorts-navy-blue (size M)",2
G08V1NBL,"organic-bamboo-men-lounge-shorts-navy-blue (size L); organic-bamboo-women-lounge-shorts-navy-blue (size L)",2
G08V1NBXL,"organic-bamboo-men-lounge-shorts-navy-blue (size XL); organic-bamboo-women-lounge-shorts-navy-blue (size XL)",2
G08V1PBXS,"organic-bamboo-men-lounge-shorts-pale-blue (size XS); organic-bamboo-women-lounge-shorts-pale-blue (size XS)",2
G08V1PBS,"organic-bamboo-men-lounge-shorts-pale-blue (size S); organic-bamboo-women-lounge-shorts-pale-blue (size S)",2
G08V1PBM,"organic-bamboo-men-lounge-shorts-pale-blue (size M); organic-bamboo-women-lounge-shorts-pale-blue (size M)",2
G08V1PBL,"organic-bamboo-men-lounge-shorts-pale-blue (size L); organic-bamboo-women-lounge-shorts-pale-blue (size L)",2
G08V1PBXL,"organic-bamboo-men-lounge-shorts-pale-blue (size XL); organic-bamboo-women-lounge-shorts-pale-blue (size XL)",2
G08V1PLXS,"organic-bamboo-men-lounge-shorts-pale-lavender (size XS); organic-bamboo-women-lounge-shorts-pale-lavender (size XS)",2
G08V1PLS,"organic-bamboo-men-lounge-shorts-pale-lavender (size S); organic-bamboo-women-lounge-shorts-pale-lavender (size S)",2
G08V1PLM,"organic-bamboo-men-lounge-shorts-pale-lavender (size M); organic-bamboo-women-lounge-shorts-pale-lavender (size M)",2
G08V1PLL,"organic-bamboo-men-lounge-shorts-pale-lavender (size L); organic-bamboo-women-lounge-shorts-pale-lavender (size L)",2
G08V1PLXL,"organic-bamboo-men-lounge-shorts-pale-lavender (size XL); organic-bamboo-women-lounge-shorts-pale-lavender (size XL)",2
G08V1PNKXS,"organic-bamboo-men-lounge-shorts-pink (size XS); organic-bamboo-women-lounge-shorts-pink (size XS)",2
G08V1PNKS,"organic-bamboo-men-lounge-shorts-pink (size S); organic-bamboo-women-lounge-shorts-pink (size S)",2
G08V1PNKM,"organic-bamboo-men-lounge-shorts-pink (size M); organic-bamboo-women-lounge-shorts-pink (size M)",2
G08V1PNKL,"organic-bamboo-men-lounge-shorts-pink (size L); organic-bamboo-women-lounge-shorts-pink (size L)",2
G08V1PNKXL,"organic-bamboo-men-lounge-shorts-pink (size XL); organic-bamboo-women-lounge-shorts-pink (size XL)",2
G08V1REDXS,"organic-bamboo-men-lounge-shorts-red (size XS); organic-bamboo-women-lounge-shorts-red (size XS)",2
G08V1REDS,"organic-bamboo-men-lounge-shorts-red (size S); organic-bamboo-women-lounge-shorts-red (size S)",2
G08V1REDM,"organic-bamboo-men-lounge-shorts-red (size M); organic-bamboo-women-lounge-shorts-red (size M)",2
G08V1REDL,"organic-bamboo-men-lounge-shorts-red (size L); organic-bamboo-women-lounge-shorts-red (size L)",2
G08V1REDXL,"organic-bamboo-men-lounge-shorts-red (size XL); organic-bamboo-women-lounge-shorts-red (size XL)",2
G08V1SGXS,"organic-bamboo-men-lounge-shorts-sage-green (size XS); organic-bamboo-women-lounge-shorts-sage-green (size XS)",2
G08V1SGS,"organic-bamboo-men-lounge-shorts-sage-green (size S); organic-bamboo-women-lounge-shorts-sage-green (size S)",2
G08V1SGM,"organic-bamboo-men-lounge-shorts-sage-green (size M); organic-bamboo-women-lounge-shorts-sage-green (size M)",2
G08V1SGL,"organic-bamboo-men-lounge-shorts-sage-green (size L); organic-bamboo-women-lounge-shorts-sage-green (size L)",2
G08V1SGXL,"organic-bamboo-men-lounge-shorts-sage-green (size XL); organic-bamboo-women-lounge-shorts-sage-green (size XL)",2
G08V1TAUPXS,"organic-bamboo-men-lounge-shorts-taupe (size XS); organic-bamboo-women-lounge-shorts-taupe (size XS)",2
G08V1TAUPS,"organic-bamboo-men-lounge-shorts-taupe (size S); organic-bamboo-women-lounge-shorts-taupe (size S)",2
G08V1TAUPM,"organic-bamboo-men-lounge-shorts-taupe (size M); organic-bamboo-women-lounge-shorts-taupe (size M)",2
G08V1TAUPL,"organic-bamboo-men-lounge-shorts-taupe (size L); organic-bamboo-women-lounge-shorts-taupe (size L)",2
G08V1TAUPXL,"organic-bamboo-men-lounge-shorts-taupe (size XL); organic-bamboo-women-lounge-shorts-taupe (size XL)",2
G08V1WHTXS,"organic-bamboo-men-lounge-shorts-white (size XS); organic-bamboo-women-lounge-shorts-white (size XS)",2
G08V1WHTS,"organic-bamboo-men-lounge-shorts-white (size S); organic-bamboo-women-lounge-shorts-white (size S)",2
G08V1WHTM,"organic-bamboo-men-lounge-shorts-white (size M); organic-bamboo-women-lounge-shorts-white (size M)",2
G08V1WHTL,"organic-bamboo-men-lounge-shorts-white (size L); organic-bamboo-women-lounge-shorts-white (size L)",2
G08V1WHTXL,"organic-bamboo-men-lounge-shorts-white (size XL); organic-bamboo-women-lounge-shorts-white (size XL)",2
G17V1GRYXS,"regular-fit-women-recycled-t-shirt-grey (size XS); oversized-fit-men-recycled-t-shirt-grey (size XS)",2
G17V1GRYS,"regular-fit-women-recycled-t-shirt-grey (size S); oversized-fit-men-recycled-t-shirt-grey (size S)",2
G17V1GRYM,"regular-fit-women-recycled-t-shirt-grey (size M); oversized-fit-men-recycled-t-shirt-grey (size M)",2
G17V1GRYL,"regular-fit-women-recycled-t-shirt-grey (size L); oversized-fit-men-recycled-t-shirt-grey (size L)",2
G17V1GRYXL,"regular-fit-women-recycled-t-shirt-grey (size XL); oversized-fit-men-recycled-t-shirt-grey (size XL)",2
G16V1GRYXS,"oversized-women-recycled-every-body-t-shirt-grey (size XS); oversized-men-recycled-every-body-t-shirt-grey (size XS)",2
G16V1GRYS,"oversized-women-recycled-every-body-t-shirt-grey (size S); oversized-men-recycled-every-body-t-shirt-grey (size S)",2
G16V1GRYM,"oversized-women-recycled-every-body-t-shirt-grey (size M); oversized-men-recycled-every-body-t-shirt-grey (size M)",2
G16V1GRYL,"oversized-women-recycled-every-body-t-shirt-grey (size L); oversized-men-recycled-every-body-t-shirt-grey (size L)",2
G16V1GRYXL,"oversized-women-recycled-every-body-t-shirt-grey (size XL); oversized-men-recycled-every-body-t-shirt-grey (size XL)",2
G09V1GRYXS,"organic-bamboo-women-oversized-hoodie-grey (size XS); organic-bamboo-men-oversized-hoodie-grey (size XS)",2
G09V1GRYS,"organic-bamboo-women-oversized-hoodie-grey (size S); organic-bamboo-men-oversized-hoodie-grey (size S)",2
G09V1GRYM,"organic-bamboo-women-oversized-hoodie-grey (size M); organic-bamboo-men-oversized-hoodie-grey (size M)",2
G09V1GRYL,"organic-bamboo-women-oversized-hoodie-grey (size L); organic-bamboo-men-oversized-hoodie-grey (size L)",2
G09V1GRYXL,"organic-bamboo-women-oversized-hoodie-grey (size XL); organic-bamboo-men-oversized-hoodie-grey (size XL)",2
G07V1GRYXS,"organic-bamboo-women-lounge-joggers-grey (size XS); organic-bamboo-men-lounge-joggers-grey (size XS); organic-bamboo-women-lounge-joggers-ns-2 (size XS)",3
G07V1GRYS,"organic-bamboo-women-lounge-joggers-grey (size S); organic-bamboo-men-lounge-joggers-grey (size S); organic-bamboo-women-lounge-joggers-ns-2 (size S)",3
G07V1GRYM,"organic-bamboo-women-lounge-joggers-grey (size M); organic-bamboo-men-lounge-joggers-grey (size M); organic-bamboo-women-lounge-joggers-ns-2 (size M)",3
G07V1GRYL,"organic-bamboo-women-lounge-joggers-grey (size L); organic-bamboo-men-lounge-joggers-grey (size L); organic-bamboo-women-lounge-joggers-ns-2 (size L)",3
G07V1GRYXL,"organic-bamboo-women-lounge-joggers-grey (size XL); organic-bamboo-men-lounge-joggers-grey (size XL); organic-bamboo-women-lounge-joggers-ns-2 (size XL)",3
G03V1GRYXS,"organic-bamboo-women-oversized-zip-up-hoodie-grey (size XS); organic-bamboo-men-oversized-zip-up-hoodie-grey (size XS); organic-bamboo-women-oversized-zip-up-hoodie-ns-1 (size XS)",3
G03V1GRYS,"organic-bamboo-women-oversized-zip-up-hoodie-grey (size S); organic-bamboo-men-oversized-zip-up-hoodie-grey (size S); organic-bamboo-women-oversized-zip-up-hoodie-ns-1 (size S)",3
G03V1GRYM,"organic-bamboo-women-oversized-zip-up-hoodie-grey (size M); organic-bamboo-men-oversized-zip-up-hoodie-grey (size M); organic-bamboo-women-oversized-zip-up-hoodie-ns-1 (size M)",3
G03V1GRYL,"organic-bamboo-women-oversized-zip-up-hoodie-grey (size L); organic-bamboo-men-oversized-zip-up-hoodie-grey (size L); organic-bamboo-women-oversized-zip-up-hoodie-ns-1 (size L)",3
G03V1GRYXL,"organic-bamboo-women-oversized-zip-up-hoodie-grey (size XL); organic-bamboo-men-oversized-zip-up-hoodie-grey (size XL); organic-bamboo-women-oversized-zip-up-hoodie-ns-1 (size XL)",3
G01V1GRYXS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-grey (size XS); organic-bamboo-men-oversized-cozy-half-zip-jumper-grey (size XS)",2
G01V1GRYS,"organic-bamboo-women-oversized-cozy-half-zip-jumper-grey (size S); organic-bamboo-men-oversized-cozy-half-zip-jumper-grey (size S)",2
G01V1GRYM,"organic-bamboo-women-oversized-cozy-half-zip-jumper-grey (size M); organic-bamboo-men-oversized-cozy-half-zip-jumper-grey (size M)",2
G01V1GRYL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-grey (size L); organic-bamboo-men-oversized-cozy-half-zip-jumper-grey (size L)",2
G01V1GRYXL,"organic-bamboo-women-oversized-cozy-half-zip-jumper-grey (size XL); organic-bamboo-men-oversized-cozy-half-zip-jumper-grey (size XL)",2
G08V1GRYXS,"organic-bamboo-men-lounge-shorts-grey (size XS); organic-bamboo-women-lounge-shorts-grey (size XS)",2
G08V1GRYS,"organic-bamboo-men-lounge-shorts-grey (size S); organic-bamboo-women-lounge-shorts-grey (size S)",2
G08V1GRYM,"organic-bamboo-men-lounge-shorts-grey (size M); organic-bamboo-women-lounge-shorts-grey (size M)",2
G08V1GRYL,"organic-bamboo-men-lounge-shorts-grey (size L); organic-bamboo-women-lounge-shorts-grey (size L)",2
G08V1GRYXL,"organic-bamboo-men-lounge-shorts-grey (size XL); organic-bamboo-women-lounge-shorts-grey (size XL)",2
GK06V1TAUP2,"girls-kids-recycled-oversized-t-shirt-taupe (size 2); girls-kids-recycled-oversized-t-shirt-taupe (size 12); boys-kids-recycled-oversized-t-shirt-taupe (size 2)",3
