Base SKU,Assigned To Handles/Sizes,Total Variants
GK01V1SG12,"organic-bamboo-cozy-zip-hoodie-girls-kids-sage-green (size 12); organic-bamboo-cozy-zip-hoodie-boys-kids-sage-green (size 12)",2
GK01V1TAUP2,"organic-bamboo-cozy-zip-hoodie-girls-kids-taupe (size 2); organic-bamboo-cozy-zip-hoodie-boys-kids-taupe (size 2)",2
GK01V1TAUP4,"organic-bamboo-cozy-zip-hoodie-girls-kids-taupe (size 4); organic-bamboo-cozy-zip-hoodie-boys-kids-taupe (size 4)",2
GK01V1TAUP6,"organic-bamboo-cozy-zip-hoodie-girls-kids-taupe (size 6); organic-bamboo-cozy-zip-hoodie-boys-kids-taupe (size 6)",2
GK01V1TAUP8,"organic-bamboo-cozy-zip-hoodie-girls-kids-taupe (size 8); organic-bamboo-cozy-zip-hoodie-boys-kids-taupe (size 8)",2
GK01V1TAUP10,"organic-bamboo-cozy-zip-hoodie-girls-kids-taupe (size 10); organic-bamboo-cozy-zip-hoodie-boys-kids-taupe (size 10)",2
GK01V1TAUP12,"organic-bamboo-cozy-zip-hoodie-girls-kids-taupe (size 12); organic-bamboo-cozy-zip-hoodie-boys-kids-taupe (size 12)",2
GK01V1NB2,"organic-bamboo-cozy-zip-hoodie-girls-kids-navy-blue (size 2); organic-bamboo-cozy-zip-hoodie-boys-kids-navy-blue (size 2)",2
GK01V1NB4,"organic-bamboo-cozy-zip-hoodie-girls-kids-navy-blue (size 4); organic-bamboo-cozy-zip-hoodie-boys-kids-navy-blue (size 4)",2
GK01V1NB6,"organic-bamboo-cozy-zip-hoodie-girls-kids-navy-blue (size 6); organic-bamboo-cozy-zip-hoodie-boys-kids-navy-blue (size 6)",2
GK01V1NB8,"organic-bamboo-cozy-zip-hoodie-girls-kids-navy-blue (size 8); organic-bamboo-cozy-zip-hoodie-boys-kids-navy-blue (size 8)",2
GK01V1NB10,"organic-bamboo-cozy-zip-hoodie-girls-kids-navy-blue (size 10); organic-bamboo-cozy-zip-hoodie-boys-kids-navy-blue (size 10)",2
GK01V1NB12,"organic-bamboo-cozy-zip-hoodie-girls-kids-navy-blue (size 12); organic-bamboo-cozy-zip-hoodie-boys-kids-navy-blue (size 12)",2
GK01V1WHT2,"organic-bamboo-cozy-zip-hoodie-girls-kids-white (size 2); organic-bamboo-cozy-zip-hoodie-boys-kids-white (size 2)",2
GK01V1WHT4,"organic-bamboo-cozy-zip-hoodie-girls-kids-white (size 4); organic-bamboo-cozy-zip-hoodie-boys-kids-white (size 4)",2
GK01V1WHT6,"organic-bamboo-cozy-zip-hoodie-girls-kids-white (size 6); organic-bamboo-cozy-zip-hoodie-boys-kids-white (size 6)",2
GK01V1WHT8,"organic-bamboo-cozy-zip-hoodie-girls-kids-white (size 8); organic-bamboo-cozy-zip-hoodie-boys-kids-white (size 8)",2
GK01V1WHT10,"organic-bamboo-cozy-zip-hoodie-girls-kids-white (size 10); organic-bamboo-cozy-zip-hoodie-boys-kids-white (size 10)",2
GK01V1WHT12,"organic-bamboo-cozy-zip-hoodie-girls-kids-white (size 12); organic-bamboo-cozy-zip-hoodie-boys-kids-white (size 12)",2
GK02V1BLK2,"organic-bamboo-girls-kids-lounge-shorts-black (size 2); organic-bamboo-boys-kids-lounge-shorts-black (size 2)",2
GK02V1BLK4,"organic-bamboo-girls-kids-lounge-shorts-black (size 4); organic-bamboo-boys-kids-lounge-shorts-black (size 4)",2
GK02V1BLK6,"organic-bamboo-girls-kids-lounge-shorts-black (size 6); organic-bamboo-boys-kids-lounge-shorts-black (size 6)",2
GK02V1BLK8,"organic-bamboo-girls-kids-lounge-shorts-black (size 8); organic-bamboo-boys-kids-lounge-shorts-black (size 8)",2
GK02V1BLK10,"organic-bamboo-girls-kids-lounge-shorts-black (size 10); organic-bamboo-boys-kids-lounge-shorts-black (size 10)",2
GK02V1BLK12,"organic-bamboo-girls-kids-lounge-shorts-black (size 12); organic-bamboo-boys-kids-lounge-shorts-black (size 12)",2
GK02V1KHK2,"organic-bamboo-girls-kids-lounge-shorts-khaki (size 2); organic-bamboo-boys-kids-lounge-shorts-khaki (size 2)",2
GK02V1KHK4,"organic-bamboo-girls-kids-lounge-shorts-khaki (size 4); organic-bamboo-boys-kids-lounge-shorts-khaki (size 4)",2
GK02V1KHK6,"organic-bamboo-girls-kids-lounge-shorts-khaki (size 6); organic-bamboo-boys-kids-lounge-shorts-khaki (size 6)",2
GK02V1KHK8,"organic-bamboo-girls-kids-lounge-shorts-khaki (size 8); organic-bamboo-boys-kids-lounge-shorts-khaki (size 8)",2
GK02V1KHK10,"organic-bamboo-girls-kids-lounge-shorts-khaki (size 10); organic-bamboo-boys-kids-lounge-shorts-khaki (size 10)",2
GK02V1KHK12,"organic-bamboo-girls-kids-lounge-shorts-khaki (size 12); organic-bamboo-boys-kids-lounge-shorts-khaki (size 12)",2
GK02V1PB2,"organic-bamboo-girls-kids-lounge-shorts-pale-blue (size 2); organic-bamboo-boys-kids-lounge-shorts-pale-blue (size 2)",2
GK02V1PB4,"organic-bamboo-girls-kids-lounge-shorts-pale-blue (size 4); organic-bamboo-boys-kids-lounge-shorts-pale-blue (size 4)",2
GK02V1PB6,"organic-bamboo-girls-kids-lounge-shorts-pale-blue (size 6); organic-bamboo-boys-kids-lounge-shorts-pale-blue (size 6)",2
GK02V1PB8,"organic-bamboo-girls-kids-lounge-shorts-pale-blue (size 8); organic-bamboo-boys-kids-lounge-shorts-pale-blue (size 8)",2
GK02V1PB10,"organic-bamboo-girls-kids-lounge-shorts-pale-blue (size 10); organic-bamboo-boys-kids-lounge-shorts-pale-blue (size 10)",2
GK02V1PB12,"organic-bamboo-girls-kids-lounge-shorts-pale-blue (size 12); organic-bamboo-boys-kids-lounge-shorts-pale-blue (size 12)",2
GK02V1PL2,"organic-bamboo-girls-kids-lounge-shorts-pale-lavender (size 2); organic-bamboo-boys-kids-lounge-shorts-pale-lavender (size 2)",2
GK02V1PL4,"organic-bamboo-girls-kids-lounge-shorts-pale-lavender (size 4); organic-bamboo-boys-kids-lounge-shorts-pale-lavender (size 4)",2
GK02V1PL6,"organic-bamboo-girls-kids-lounge-shorts-pale-lavender (size 6); organic-bamboo-boys-kids-lounge-shorts-pale-lavender (size 6)",2
GK02V1PL8,"organic-bamboo-girls-kids-lounge-shorts-pale-lavender (size 8); organic-bamboo-boys-kids-lounge-shorts-pale-lavender (size 8)",2
GK02V1PL10,"organic-bamboo-girls-kids-lounge-shorts-pale-lavender (size 10); organic-bamboo-boys-kids-lounge-shorts-pale-lavender (size 10)",2
GK02V1PL12,"organic-bamboo-girls-kids-lounge-shorts-pale-lavender (size 12); organic-bamboo-boys-kids-lounge-shorts-pale-lavender (size 12)",2
GK02V1PNK2,"organic-bamboo-girls-kids-lounge-shorts-pink (size 2); organic-bamboo-boys-kids-lounge-shorts-pink (size 2)",2
GK02V1PNK4,"organic-bamboo-girls-kids-lounge-shorts-pink (size 4); organic-bamboo-boys-kids-lounge-shorts-pink (size 4)",2
GK02V1PNK6,"organic-bamboo-girls-kids-lounge-shorts-pink (size 6); organic-bamboo-boys-kids-lounge-shorts-pink (size 6)",2
GK02V1PNK8,"organic-bamboo-girls-kids-lounge-shorts-pink (size 8); organic-bamboo-boys-kids-lounge-shorts-pink (size 8)",2
GK02V1PNK10,"organic-bamboo-girls-kids-lounge-shorts-pink (size 10); organic-bamboo-boys-kids-lounge-shorts-pink (size 10)",2
GK02V1PNK12,"organic-bamboo-girls-kids-lounge-shorts-pink (size 12); organic-bamboo-boys-kids-lounge-shorts-pink (size 12)",2
GK02V1RED2,"organic-bamboo-girls-kids-lounge-shorts-red (size 2); organic-bamboo-boys-kids-lounge-shorts-red (size 2)",2
GK02V1RED4,"organic-bamboo-girls-kids-lounge-shorts-red (size 4); organic-bamboo-boys-kids-lounge-shorts-red (size 4)",2
GK02V1RED6,"organic-bamboo-girls-kids-lounge-shorts-red (size 6); organic-bamboo-boys-kids-lounge-shorts-red (size 6)",2
GK02V1RED8,"organic-bamboo-girls-kids-lounge-shorts-red (size 8); organic-bamboo-boys-kids-lounge-shorts-red (size 8)",2
GK02V1RED10,"organic-bamboo-girls-kids-lounge-shorts-red (size 10); organic-bamboo-boys-kids-lounge-shorts-red (size 10)",2
GK02V1RED12,"organic-bamboo-girls-kids-lounge-shorts-red (size 12); organic-bamboo-boys-kids-lounge-shorts-red (size 12)",2
GK02V1SG2,"organic-bamboo-girls-kids-lounge-shorts-sage-green (size 2); organic-bamboo-boys-kids-lounge-shorts-sage-green (size 2)",2
GK02V1SG4,"organic-bamboo-girls-kids-lounge-shorts-sage-green (size 4); organic-bamboo-boys-kids-lounge-shorts-sage-green (size 4)",2
GK02V1SG6,"organic-bamboo-girls-kids-lounge-shorts-sage-green (size 6); organic-bamboo-boys-kids-lounge-shorts-sage-green (size 6)",2
GK02V1SG8,"organic-bamboo-girls-kids-lounge-shorts-sage-green (size 8); organic-bamboo-boys-kids-lounge-shorts-sage-green (size 8)",2
GK02V1SG10,"organic-bamboo-girls-kids-lounge-shorts-sage-green (size 10); organic-bamboo-boys-kids-lounge-shorts-sage-green (size 10)",2
GK02V1SG12,"organic-bamboo-girls-kids-lounge-shorts-sage-green (size 12); organic-bamboo-boys-kids-lounge-shorts-sage-green (size 12)",2
GK02V1TAUP2,"organic-bamboo-girls-kids-lounge-shorts-taupe (size 2); organic-bamboo-boys-kids-lounge-shorts-taupe (size 2)",2
GK02V1TAUP4,"organic-bamboo-girls-kids-lounge-shorts-taupe (size 4); organic-bamboo-boys-kids-lounge-shorts-taupe (size 4)",2
GK02V1TAUP6,"organic-bamboo-girls-kids-lounge-shorts-taupe (size 6); organic-bamboo-boys-kids-lounge-shorts-taupe (size 6)",2
GK02V1TAUP8,"organic-bamboo-girls-kids-lounge-shorts-taupe (size 8); organic-bamboo-boys-kids-lounge-shorts-taupe (size 8)",2
GK02V1TAUP10,"organic-bamboo-girls-kids-lounge-shorts-taupe (size 10); organic-bamboo-boys-kids-lounge-shorts-taupe (size 10)",2
GK02V1TAUP12,"organic-bamboo-girls-kids-lounge-shorts-taupe (size 12); organic-bamboo-boys-kids-lounge-shorts-taupe (size 12)",2
GK02V1NB2,"organic-bamboo-girls-kids-lounge-shorts-navy-blue (size 2); organic-bamboo-boys-kids-lounge-shorts-navy-blue (size 2)",2
GK02V1NB4,"organic-bamboo-girls-kids-lounge-shorts-navy-blue (size 4); organic-bamboo-boys-kids-lounge-shorts-navy-blue (size 4)",2
GK02V1NB6,"organic-bamboo-girls-kids-lounge-shorts-navy-blue (size 6); organic-bamboo-boys-kids-lounge-shorts-navy-blue (size 6)",2
GK02V1NB8,"organic-bamboo-girls-kids-lounge-shorts-navy-blue (size 8); organic-bamboo-boys-kids-lounge-shorts-navy-blue (size 8)",2
GK02V1NB10,"organic-bamboo-girls-kids-lounge-shorts-navy-blue (size 10); organic-bamboo-boys-kids-lounge-shorts-navy-blue (size 10)",2
GK02V1NB12,"organic-bamboo-girls-kids-lounge-shorts-navy-blue (size 12); organic-bamboo-boys-kids-lounge-shorts-navy-blue (size 12)",2
GK02V1WHT2,"organic-bamboo-girls-kids-lounge-shorts-white (size 2); organic-bamboo-boys-kids-lounge-shorts-white (size 2)",2
GK02V1WHT4,"organic-bamboo-girls-kids-lounge-shorts-white (size 4); organic-bamboo-boys-kids-lounge-shorts-white (size 4)",2
GK02V1WHT6,"organic-bamboo-girls-kids-lounge-shorts-white (size 6); organic-bamboo-boys-kids-lounge-shorts-white (size 6)",2
GK02V1WHT8,"organic-bamboo-girls-kids-lounge-shorts-white (size 8); organic-bamboo-boys-kids-lounge-shorts-white (size 8)",2
GK02V1WHT10,"organic-bamboo-girls-kids-lounge-shorts-white (size 10); organic-bamboo-boys-kids-lounge-shorts-white (size 10)",2
GK02V1WHT12,"organic-bamboo-girls-kids-lounge-shorts-white (size 12); organic-bamboo-boys-kids-lounge-shorts-white (size 12)",2
GK03V1BLK2,"organic-bamboo-girls-kids-joggers-black (size 2); organic-bamboo-boys-kids-joggers-black (size 2)",2
GK03V1BLK4,"organic-bamboo-girls-kids-joggers-black (size 4); organic-bamboo-boys-kids-joggers-black (size 4)",2
GK03V1BLK6,"organic-bamboo-girls-kids-joggers-black (size 6); organic-bamboo-boys-kids-joggers-black (size 6)",2
GK03V1BLK8,"organic-bamboo-girls-kids-joggers-black (size 8); organic-bamboo-boys-kids-joggers-black (size 8)",2
GK03V1BLK10,"organic-bamboo-girls-kids-joggers-black (size 10); organic-bamboo-boys-kids-joggers-black (size 10)",2
GK03V1BLK12,"organic-bamboo-girls-kids-joggers-black (size 12); organic-bamboo-boys-kids-joggers-black (size 12)",2
GK03V1KHK2,"organic-bamboo-girls-kids-joggers-khaki (size 2); organic-bamboo-boys-kids-joggers-khaki (size 2)",2
GK03V1KHK4,"organic-bamboo-girls-kids-joggers-khaki (size 4); organic-bamboo-boys-kids-joggers-khaki (size 4)",2
GK03V1KHK6,"organic-bamboo-girls-kids-joggers-khaki (size 6); organic-bamboo-boys-kids-joggers-khaki (size 6)",2
GK03V1KHK8,"organic-bamboo-girls-kids-joggers-khaki (size 8); organic-bamboo-boys-kids-joggers-khaki (size 8)",2
GK03V1KHK10,"organic-bamboo-girls-kids-joggers-khaki (size 10); organic-bamboo-boys-kids-joggers-khaki (size 10)",2
GK03V1KHK12,"organic-bamboo-girls-kids-joggers-khaki (size 12); organic-bamboo-boys-kids-joggers-khaki (size 12)",2
GK03V1PB2,"organic-bamboo-girls-kids-joggers-pale-blue (size 2); organic-bamboo-boys-kids-joggers-pale-blue (size 2)",2
GK03V1PB4,"organic-bamboo-girls-kids-joggers-pale-blue (size 4); organic-bamboo-boys-kids-joggers-pale-blue (size 4)",2
GK03V1PB6,"organic-bamboo-girls-kids-joggers-pale-blue (size 6); organic-bamboo-boys-kids-joggers-pale-blue (size 6)",2
GK03V1PB8,"organic-bamboo-girls-kids-joggers-pale-blue (size 8); organic-bamboo-boys-kids-joggers-pale-blue (size 8)",2
GK03V1PB10,"organic-bamboo-girls-kids-joggers-pale-blue (size 10); organic-bamboo-boys-kids-joggers-pale-blue (size 10)",2
GK03V1PB12,"organic-bamboo-girls-kids-joggers-pale-blue (size 12); organic-bamboo-boys-kids-joggers-pale-blue (size 12)",2
GK03V1PL2,"organic-bamboo-girls-kids-joggers-pale-lavender (size 2); organic-bamboo-boys-kids-joggers-pale-lavender (size 2)",2
GK03V1PL4,"organic-bamboo-girls-kids-joggers-pale-lavender (size 4); organic-bamboo-boys-kids-joggers-pale-lavender (size 4)",2
GK03V1PL6,"organic-bamboo-girls-kids-joggers-pale-lavender (size 6); organic-bamboo-boys-kids-joggers-pale-lavender (size 6)",2
GK03V1PL8,"organic-bamboo-girls-kids-joggers-pale-lavender (size 8); organic-bamboo-boys-kids-joggers-pale-lavender (size 8)",2
GK03V1PL10,"organic-bamboo-girls-kids-joggers-pale-lavender (size 10); organic-bamboo-boys-kids-joggers-pale-lavender (size 10)",2
GK03V1PL12,"organic-bamboo-girls-kids-joggers-pale-lavender (size 12); organic-bamboo-boys-kids-joggers-pale-lavender (size 12)",2
GK03V1PNK2,"organic-bamboo-girls-kids-joggers-pink (size 2); organic-bamboo-boys-kids-joggers-pink (size 2)",2
GK03V1PNK4,"organic-bamboo-girls-kids-joggers-pink (size 4); organic-bamboo-boys-kids-joggers-pink (size 4)",2
GK03V1PNK6,"organic-bamboo-girls-kids-joggers-pink (size 6); organic-bamboo-boys-kids-joggers-pink (size 6)",2
GK03V1PNK8,"organic-bamboo-girls-kids-joggers-pink (size 8); organic-bamboo-boys-kids-joggers-pink (size 8)",2
GK03V1PNK10,"organic-bamboo-girls-kids-joggers-pink (size 10); organic-bamboo-boys-kids-joggers-pink (size 10)",2
GK03V1PNK12,"organic-bamboo-girls-kids-joggers-pink (size 12); organic-bamboo-boys-kids-joggers-pink (size 12)",2
GK03V1RED2,"organic-bamboo-girls-kids-joggers-red (size 2); organic-bamboo-boys-kids-joggers-red (size 2)",2
GK03V1RED4,"organic-bamboo-girls-kids-joggers-red (size 4); organic-bamboo-boys-kids-joggers-red (size 4)",2
GK03V1RED6,"organic-bamboo-girls-kids-joggers-red (size 6); organic-bamboo-boys-kids-joggers-red (size 6)",2
GK03V1RED8,"organic-bamboo-girls-kids-joggers-red (size 8); organic-bamboo-boys-kids-joggers-red (size 8)",2
GK03V1RED10,"organic-bamboo-girls-kids-joggers-red (size 10); organic-bamboo-boys-kids-joggers-red (size 10)",2
GK03V1RED12,"organic-bamboo-girls-kids-joggers-red (size 12); organic-bamboo-boys-kids-joggers-red (size 12)",2
GK03V1SG2,"organic-bamboo-girls-kids-joggers-sage-green (size 2); organic-bamboo-boys-kids-joggers-sage-green (size 2)",2
GK03V1SG4,"organic-bamboo-girls-kids-joggers-sage-green (size 4); organic-bamboo-boys-kids-joggers-sage-green (size 4)",2
GK03V1SG6,"organic-bamboo-girls-kids-joggers-sage-green (size 6); organic-bamboo-boys-kids-joggers-sage-green (size 6)",2
GK03V1SG8,"organic-bamboo-girls-kids-joggers-sage-green (size 8); organic-bamboo-boys-kids-joggers-sage-green (size 8)",2
GK03V1SG10,"organic-bamboo-girls-kids-joggers-sage-green (size 10); organic-bamboo-boys-kids-joggers-sage-green (size 10)",2
GK03V1SG12,"organic-bamboo-girls-kids-joggers-sage-green (size 12); organic-bamboo-boys-kids-joggers-sage-green (size 12)",2
GK03V1TAUP2,"organic-bamboo-girls-kids-joggers-taupe (size 2); organic-bamboo-boys-kids-joggers-taupe (size 2)",2
GK03V1TAUP4,"organic-bamboo-girls-kids-joggers-taupe (size 4); organic-bamboo-boys-kids-joggers-taupe (size 4)",2
GK03V1TAUP6,"organic-bamboo-girls-kids-joggers-taupe (size 6); organic-bamboo-boys-kids-joggers-taupe (size 6)",2
GK03V1TAUP8,"organic-bamboo-girls-kids-joggers-taupe (size 8); organic-bamboo-boys-kids-joggers-taupe (size 8)",2
GK03V1TAUP10,"organic-bamboo-girls-kids-joggers-taupe (size 10); organic-bamboo-boys-kids-joggers-taupe (size 10)",2
GK03V1TAUP12,"organic-bamboo-girls-kids-joggers-taupe (size 12); organic-bamboo-boys-kids-joggers-taupe (size 12)",2
GK03V1NB2,"organic-bamboo-girls-kids-joggers-navy-blue (size 2); organic-bamboo-boys-kids-joggers-navy-blue (size 2)",2
GK03V1NB4,"organic-bamboo-girls-kids-joggers-navy-blue (size 4); organic-bamboo-boys-kids-joggers-navy-blue (size 4)",2
GK03V1NB6,"organic-bamboo-girls-kids-joggers-navy-blue (size 6); organic-bamboo-boys-kids-joggers-navy-blue (size 6)",2
GK03V1NB8,"organic-bamboo-girls-kids-joggers-navy-blue (size 8); organic-bamboo-boys-kids-joggers-navy-blue (size 8)",2
GK03V1NB10,"organic-bamboo-girls-kids-joggers-navy-blue (size 10); organic-bamboo-boys-kids-joggers-navy-blue (size 10)",2
GK03V1NB12,"organic-bamboo-girls-kids-joggers-navy-blue (size 12); organic-bamboo-boys-kids-joggers-navy-blue (size 12)",2
GK03V1WHT2,"organic-bamboo-girls-kids-joggers-white (size 2); organic-bamboo-boys-kids-joggers-white (size 2)",2
GK03V1WHT4,"organic-bamboo-girls-kids-joggers-white (size 4); organic-bamboo-boys-kids-joggers-white (size 4)",2
GK03V1WHT6,"organic-bamboo-girls-kids-joggers-white (size 6); organic-bamboo-boys-kids-joggers-white (size 6)",2
GK03V1WHT8,"organic-bamboo-girls-kids-joggers-white (size 8); organic-bamboo-boys-kids-joggers-white (size 8)",2
GK03V1WHT10,"organic-bamboo-girls-kids-joggers-white (size 10); organic-bamboo-boys-kids-joggers-white (size 10)",2
GK03V1WHT12,"organic-bamboo-girls-kids-joggers-white (size 12); organic-bamboo-boys-kids-joggers-white (size 12)",2
GU09V1PNKS,"organic-bamboo-women-long-sleeve-crewneck-bodysuit-pink (size S); organic-bamboo-womens-long-sleeve-crewneck-bodysuit-ns (size S)",2
GU09V1PNKM,"organic-bamboo-women-long-sleeve-crewneck-bodysuit-pink (size M); organic-bamboo-womens-long-sleeve-crewneck-bodysuit-ns (size M)",2
GU09V1PNKL,"organic-bamboo-women-long-sleeve-crewneck-bodysuit-pink (size L); organic-bamboo-womens-long-sleeve-crewneck-bodysuit-ns (size L)",2
GU09V1PNKXL,"organic-bamboo-women-long-sleeve-crewneck-bodysuit-pink (size XL); organic-bamboo-womens-long-sleeve-crewneck-bodysuit-ns (size XL)",2
GU09V1PNK2XL,"organic-bamboo-women-long-sleeve-crewneck-bodysuit-pink (size 2XL); organic-bamboo-womens-long-sleeve-crewneck-bodysuit-ns (size 2XL)",2
G05V1REDXS,"organic-bamboo-high-waisted-every-body-female-loose-joggers-red (size XS); organic-bamboo-every-body-women-tight-joggers-_ns (size XS)",2
G05V1REDS,"organic-bamboo-high-waisted-every-body-female-loose-joggers-red (size S); organic-bamboo-every-body-women-tight-joggers-_ns (size S)",2
G05V1REDM,"organic-bamboo-high-waisted-every-body-female-loose-joggers-red (size M); organic-bamboo-every-body-women-tight-joggers-_ns (size M)",2
G05V1REDL,"organic-bamboo-high-waisted-every-body-female-loose-joggers-red (size L); organic-bamboo-every-body-women-tight-joggers-_ns (size L)",2
G05V1REDXL,"organic-bamboo-high-waisted-every-body-female-loose-joggers-red (size XL); organic-bamboo-every-body-women-tight-joggers-_ns (size XL)",2
G04V1REDXS,"organic-bamboo-women-every-body-crop-top-red (size XS); organic-bamboo-womens-every-body-crop-top-ns (size XS)",2
G04V1REDS,"organic-bamboo-women-every-body-crop-top-red (size S); organic-bamboo-womens-every-body-crop-top-ns (size S)",2
G04V1REDM,"organic-bamboo-women-every-body-crop-top-red (size M); organic-bamboo-womens-every-body-crop-top-ns (size M)",2
G04V1REDL,"organic-bamboo-women-every-body-crop-top-red (size L); organic-bamboo-womens-every-body-crop-top-ns (size L)",2
G04V1REDXL,"organic-bamboo-women-every-body-crop-top-red (size XL); organic-bamboo-womens-every-body-crop-top-ns (size XL)",2
G14V1BLKXS,"women-recycled-cropped-every-body-high-waist-shape-leggings-black (size XS); womens-recycled-every-body-high-waist-biker-shorts-ns (size XS)",2
G14V1BLKS,"women-recycled-cropped-every-body-high-waist-shape-leggings-black (size S); womens-recycled-every-body-high-waist-biker-shorts-ns (size S)",2
G14V1BLKM,"women-recycled-cropped-every-body-high-waist-shape-leggings-black (size M); womens-recycled-every-body-high-waist-biker-shorts-ns (size M)",2
G14V1BLKL,"women-recycled-cropped-every-body-high-waist-shape-leggings-black (size L); womens-recycled-every-body-high-waist-biker-shorts-ns (size L)",2
G14V1BLKXL,"women-recycled-cropped-every-body-high-waist-shape-leggings-black (size XL); womens-recycled-every-body-high-waist-biker-shorts-ns (size XL)",2
G12V1KHKXS,"women-tight-fit-sustainable-recycled-t-shirt-khaki (size XS); womens-tight-fit-sustainable-recycled-t-shirt-ns (size XS)",2
G12V1KHKS,"women-tight-fit-sustainable-recycled-t-shirt-khaki (size S); womens-tight-fit-sustainable-recycled-t-shirt-ns (size S)",2
G12V1KHKM,"women-tight-fit-sustainable-recycled-t-shirt-khaki (size M); womens-tight-fit-sustainable-recycled-t-shirt-ns (size M)",2
G12V1KHKL,"women-tight-fit-sustainable-recycled-t-shirt-khaki (size L); womens-tight-fit-sustainable-recycled-t-shirt-ns (size L)",2
G12V1KHKXL,"women-tight-fit-sustainable-recycled-t-shirt-khaki (size XL); womens-tight-fit-sustainable-recycled-t-shirt-ns (size XL)",2
G02V1KHKXS,"organic-bamboo-women-high-waisted-gl-shorts-khaki (size XS); organic-bamboo-womens-high-waisted-gl-shorts-ns (size XS)",2
G02V1KHKS,"organic-bamboo-women-high-waisted-gl-shorts-khaki (size S); organic-bamboo-womens-high-waisted-gl-shorts-ns (size S)",2
G02V1KHKM,"organic-bamboo-women-high-waisted-gl-shorts-khaki (size M); organic-bamboo-womens-high-waisted-gl-shorts-ns (size M)",2
G02V1KHKL,"organic-bamboo-women-high-waisted-gl-shorts-khaki (size L); organic-bamboo-womens-high-waisted-gl-shorts-ns (size L)",2
G02V1KHKXL,"organic-bamboo-women-high-waisted-gl-shorts-khaki (size XL); organic-bamboo-womens-high-waisted-gl-shorts-ns (size XL)",2
GU09V1BLKS,"organic-bamboo-women-long-sleeve-crewneck-bodysuit-black (size S); organic-bamboo-womens-long-sleeve-crewneck-bodysuit-ns-1 (size S)",2
GU09V1BLKM,"organic-bamboo-women-long-sleeve-crewneck-bodysuit-black (size M); organic-bamboo-womens-long-sleeve-crewneck-bodysuit-ns-1 (size M)",2
GU09V1BLKL,"organic-bamboo-women-long-sleeve-crewneck-bodysuit-black (size L); organic-bamboo-womens-long-sleeve-crewneck-bodysuit-ns-1 (size L)",2
GU09V1BLKXL,"organic-bamboo-women-long-sleeve-crewneck-bodysuit-black (size XL); organic-bamboo-womens-long-sleeve-crewneck-bodysuit-ns-1 (size XL)",2
GU09V1BLK2XL,"organic-bamboo-women-long-sleeve-crewneck-bodysuit-black (size 2XL); organic-bamboo-womens-long-sleeve-crewneck-bodysuit-ns-1 (size 2XL)",2
G05V1WHTXS,"organic-bamboo-high-waisted-every-body-female-loose-joggers-white (size XS); organic-bamboo-every-body-women-tight-joggers-ns (size XS)",2
G05V1WHTS,"organic-bamboo-high-waisted-every-body-female-loose-joggers-white (size S); organic-bamboo-every-body-women-tight-joggers-ns (size S)",2
G05V1WHTM,"organic-bamboo-high-waisted-every-body-female-loose-joggers-white (size M); organic-bamboo-every-body-women-tight-joggers-ns (size M)",2
G05V1WHTL,"organic-bamboo-high-waisted-every-body-female-loose-joggers-white (size L); organic-bamboo-every-body-women-tight-joggers-ns (size L)",2
G05V1WHTXL,"organic-bamboo-high-waisted-every-body-female-loose-joggers-white (size XL); organic-bamboo-every-body-women-tight-joggers-ns (size XL)",2
G13V1NBXS,"women-full-length-recycled-every-body-high-waist-shape-leggings-navy-blue (size XS); womens-full-length-recycled-every-body-high-waist-shape-leggings-ns (size XS)",2
G13V1NBS,"women-full-length-recycled-every-body-high-waist-shape-leggings-navy-blue (size S); womens-full-length-recycled-every-body-high-waist-shape-leggings-ns (size S)",2
G13V1NBM,"women-full-length-recycled-every-body-high-waist-shape-leggings-navy-blue (size M); womens-full-length-recycled-every-body-high-waist-shape-leggings-ns (size M)",2
G13V1NBL,"women-full-length-recycled-every-body-high-waist-shape-leggings-navy-blue (size L); womens-full-length-recycled-every-body-high-waist-shape-leggings-ns (size L)",2
G13V1NBXL,"women-full-length-recycled-every-body-high-waist-shape-leggings-navy-blue (size XL); womens-full-length-recycled-every-body-high-waist-shape-leggings-ns (size XL)",2
GU07V1BLKS,"organic-bamboo-women-sleep-tank-top-black (size S); organic-bamboo-womens-sleep-tank-top-ns (size S)",2
GU07V1BLKM,"organic-bamboo-women-sleep-tank-top-black (size M); organic-bamboo-womens-sleep-tank-top-ns (size M)",2
GU07V1BLKL,"organic-bamboo-women-sleep-tank-top-black (size L); organic-bamboo-womens-sleep-tank-top-ns (size L)",2
GU07V1BLKXL,"organic-bamboo-women-sleep-tank-top-black (size XL); organic-bamboo-womens-sleep-tank-top-ns (size XL)",2
GU07V1BLK2XL,"organic-bamboo-women-sleep-tank-top-black (size 2XL); organic-bamboo-womens-sleep-tank-top-ns (size 2XL)",2
GK05V1WHT2,"girls-recycled-high-waist-short-leggings-white (size 2); girls-sustainable-set-tee-leggingsshort (size 2)",2
GK05V1WHT4,"girls-recycled-high-waist-short-leggings-white (size 4); girls-sustainable-set-tee-leggingsshort (size 4)",2
GK05V1WHT6,"girls-recycled-high-waist-short-leggings-white (size 6); girls-sustainable-set-tee-leggingsshort (size 6)",2
GK05V1WHT8,"girls-recycled-high-waist-short-leggings-white (size 8); girls-sustainable-set-tee-leggingsshort (size 8)",2
